employee_id,age,gender,marital_status,education,education_field,department,job_role,job_level,business_travel,distance_from_home_km,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,monthly_income_usd,stock_option_level,num_projects_last_year,training_times_last_year,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,relationship_satisfaction,performance_rating,overtime,attrition,join_date
25214,37,Female,Divorced,3,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,2,2,4,0,3,7,10168,2,5,4,3,2,3,4,4,4,Yes,No,2018-11-11
25215,32,Female,Single,4,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,11,2,1,1,0,1,12655,0,5,5,2,3,3,3,4,4,No,No,2019-01-30
25216,40,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,7,7,2,0,1,2,8444,0,5,1,3,4,3,3,3,4,Yes,Yes,2021-01-28
25217,26,Female,Divorced,3,Other,Sales,Manager,2,Travel_Rarely,19,0,0,0,0,4,20000,1,5,3,3,2,2,4,4,4,No,Yes,2019-10-22
25218,29,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,26,1,1,0,2,0,14551,0,7,2,4,2,3,4,3,4,No,No,2017-07-07
25219,38,Male,Married,1,Marketing,Research & Development,Manufacturing Director,2,Travel_Rarely,12,0,4,4,3,0,7426,1,5,5,4,1,4,4,4,4,No,No,2017-02-06
25220,31,Male,Married,2,Life Sciences,Finance,Auditor,5,Travel_Frequently,8,9,20,2,2,0,12770,1,3,6,2,3,1,3,4,4,No,No,2019-07-22
25221,37,Female,Divorced,3,Human Resources,Marketing,Marketing Manager,1,Travel_Frequently,8,0,3,1,4,1,12814,3,4,1,2,2,4,3,2,4,No,No,2018-03-08
25222,35,Female,Single,2,Life Sciences,Marketing,Marketing Manager,2,Travel_Rarely,22,0,4,0,1,2,20000,1,7,2,3,3,4,3,3,4,Yes,Yes,2015-05-17
25223,50,Female,Married,5,Marketing,Sales,Sales Executive,3,Travel_Rarely,5,0,5,0,0,5,17670,0,4,1,4,1,3,3,3,4,Yes,No,2019-07-29
25224,40,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,25,0,3,1,0,4,13885,0,5,4,3,2,1,3,2,4,Yes,No,2020-04-15
25225,32,Female,Divorced,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,3,4,0,0,1,10,11498,3,4,4,1,4,3,4,4,3,Yes,No,2020-09-06
25226,40,Male,Single,3,Human Resources,Human Resources,Human Resources,2,Travel_Rarely,1,2,2,0,1,0,20000,0,5,3,1,4,3,3,1,4,Yes,Yes,2016-01-28
25227,32,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,3,Non-Travel,15,4,6,0,1,6,5992,1,3,0,3,3,3,3,3,4,No,Yes,2017-10-17
25228,33,Female,Single,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,2,1,1,0,3,1,5742,0,6,5,3,2,2,4,3,4,Yes,No,2020-01-22
25229,20,Female,Married,3,Marketing,Human Resources,HR,1,Travel_Frequently,1,0,2,2,1,0,10595,2,4,2,3,4,1,4,3,4,No,No,2017-05-04
25230,36,Male,Single,3,Other,Sales,Sales Executive,1,Travel_Frequently,12,1,2,2,5,7,9098,3,4,2,4,2,3,3,1,3,No,Yes,2020-03-10
25231,29,Female,Single,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,7,0,4,0,0,0,13252,3,7,6,1,3,3,4,2,4,No,Yes,2018-09-11
25232,42,Male,Single,4,Human Resources,Sales,Sales Representative,3,Travel_Rarely,11,0,14,2,0,7,5068,0,6,6,4,3,4,3,4,4,No,No,2019-05-16
25233,42,Female,Married,3,Marketing,Human Resources,Human Resources,2,Travel_Rarely,2,2,5,1,1,1,20000,1,3,6,4,1,2,3,2,4,Yes,No,2021-07-26
25234,45,Male,Divorced,4,Other,Finance,Finance Analyst,2,Travel_Rarely,3,5,3,1,0,1,15164,2,6,5,4,3,2,2,2,3,No,No,2020-12-12
25235,35,Female,Divorced,3,Marketing,Marketing,Marketing Representative,2,Non-Travel,4,1,1,1,0,1,8316,1,6,6,4,4,2,4,4,4,No,No,2021-05-06
25236,51,Male,Divorced,3,Life Sciences,Operations,Director,2,Travel_Rarely,18,0,4,1,0,5,13648,1,7,2,4,3,2,4,3,4,Yes,No,2021-08-28
25237,56,Female,Divorced,3,Life Sciences,Marketing,Marketing Representative,1,Travel_Rarely,2,4,2,0,2,0,15833,0,4,1,3,3,3,3,3,4,No,No,2016-06-22
25238,32,Female,Divorced,4,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,14,2,0,0,1,3,11691,1,6,3,3,2,2,3,3,4,Yes,No,2018-01-11
25239,43,Male,Single,2,Medical,Research & Development,Research Scientist,5,Travel_Rarely,5,9,19,5,1,0,15300,1,2,5,3,2,3,4,3,4,No,No,2019-10-03
25240,52,Male,Single,3,Medical,Marketing,Marketing Representative,2,Travel_Frequently,14,4,7,3,2,2,10299,3,7,3,4,2,2,4,3,4,No,Yes,2015-12-23
25241,20,Male,Married,3,Medical,Finance,Auditor,1,Travel_Rarely,1,0,2,0,4,3,13789,3,4,4,2,3,3,3,2,4,No,Yes,2016-01-02
25242,39,Male,Single,4,Life Sciences,Sales,Sales Representative,5,Travel_Rarely,7,5,21,5,0,1,13861,2,4,6,3,3,3,3,2,4,No,No,2015-02-22
25243,39,Male,Single,4,Medical,Operations,Specialist,1,Travel_Rarely,3,0,2,1,0,4,11213,1,5,4,1,4,2,3,4,4,No,No,2019-12-22
25244,48,Female,Single,4,Other,Sales,Manager,2,Travel_Rarely,14,0,2,1,2,3,6579,1,3,4,3,4,2,3,2,3,Yes,No,2016-08-14
25245,34,Male,Single,3,Life Sciences,Marketing,Marketing Representative,2,Travel_Rarely,15,5,9,2,1,3,13980,1,4,4,2,2,1,3,3,4,No,No,2016-10-25
25246,18,Female,Married,2,Life Sciences,Sales,Sales Executive,4,Non-Travel,1,0,11,0,4,0,7785,0,7,2,3,2,2,3,3,3,No,Yes,2021-10-29
25247,30,Male,Divorced,3,Other,Sales,Sales Representative,2,Travel_Rarely,9,5,3,0,1,2,16835,1,5,4,2,3,3,3,2,4,No,No,2018-09-13
25248,21,Female,Married,3,Medical,Research & Development,Healthcare Representative,5,Travel_Rarely,4,4,23,4,1,1,9572,2,5,2,2,2,3,3,1,3,Yes,Yes,2015-04-28
25249,45,Male,Married,4,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,1,0,3,1,1,2,17831,1,5,5,4,3,3,2,3,3,No,No,2020-01-19
25250,41,Female,Married,2,Technical Degree,Research & Development,Healthcare Representative,5,Travel_Rarely,5,9,25,0,8,3,8341,1,4,2,3,2,3,4,4,4,Yes,No,2021-09-25
25251,44,Female,Married,4,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,1,2,0,0,2,0,18929,3,6,6,1,2,1,4,1,4,Yes,No,2021-03-26
25252,42,Female,Married,4,Human Resources,Sales,Sales Representative,1,Travel_Rarely,8,2,0,0,3,6,14166,0,6,3,4,3,2,4,4,4,No,No,2020-04-12
25253,35,Male,Married,2,Other,Research & Development,Research Scientist,4,Travel_Rarely,12,0,12,1,3,1,14409,0,2,3,3,2,3,3,2,4,No,No,2015-03-07
25254,46,Male,Single,4,Life Sciences,Research & Development,Manufacturing Director,3,Non-Travel,26,0,8,0,0,0,20000,3,4,3,4,2,3,1,4,4,No,Yes,2016-05-16
25255,30,Male,Single,1,Marketing,Finance,Finance Analyst,2,Travel_Rarely,6,2,0,0,1,3,12065,1,4,2,4,4,3,4,1,4,Yes,Yes,2018-07-18
25256,29,Male,Married,3,Life Sciences,Human Resources,HR,3,Travel_Rarely,17,2,6,1,3,1,20000,0,4,2,3,3,2,3,3,4,No,No,2020-12-30
25257,39,Male,Single,3,Medical,Operations,Manager,2,Travel_Frequently,5,0,2,2,0,0,11700,2,5,1,1,3,4,3,3,4,No,Yes,2015-11-25
25258,53,Female,Divorced,2,Marketing,Marketing,Marketing Manager,3,Travel_Frequently,12,2,8,4,1,6,4790,2,3,3,3,3,3,3,4,3,No,Yes,2020-01-18
25259,40,Female,Married,3,Other,Sales,Manager,2,Travel_Frequently,3,1,4,1,1,2,6364,2,4,1,3,3,1,4,2,4,No,Yes,2020-04-22
25260,38,Female,Divorced,4,Life Sciences,Finance,Auditor,2,Travel_Rarely,16,0,4,2,2,0,10118,0,6,4,3,4,3,3,3,4,No,Yes,2018-09-13
25261,19,Male,Single,1,Marketing,Sales,Manager,1,Travel_Rarely,1,2,4,0,5,0,20000,2,4,1,4,3,2,3,1,4,Yes,No,2021-05-09
25262,41,Male,Married,3,Human Resources,Sales,Manager,1,Travel_Rarely,2,3,2,0,0,5,17033,0,7,5,4,2,1,2,1,3,No,Yes,2019-09-17
25263,40,Male,Married,3,Life Sciences,Sales,Manager,1,Travel_Rarely,11,2,1,1,5,0,6019,0,5,1,3,3,4,2,1,4,Yes,Yes,2017-09-12
25264,27,Female,Married,4,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,1,4,7,0,5,2,6892,0,3,3,3,3,3,4,4,3,No,No,2021-07-12
25265,30,Female,Single,2,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,1,4,0,0,2,0,20000,0,5,1,1,2,2,3,3,4,No,No,2021-09-08
25266,42,Female,Single,4,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,5,3,4,2,3,3,9446,1,4,4,1,3,3,4,2,4,Yes,Yes,2018-10-29
25267,38,Female,Divorced,3,Other,Research & Development,Healthcare Representative,2,Non-Travel,6,0,9,0,0,0,10245,1,4,0,1,3,1,1,2,4,Yes,Yes,2018-06-21
25268,27,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,1,0,3,2,1,8,3415,3,4,4,3,4,4,2,3,4,Yes,No,2017-08-14
25269,35,Female,Married,1,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,3,3,11,2,1,1,9059,2,4,4,2,4,3,3,1,4,Yes,No,2017-01-05
25270,29,Male,Divorced,4,Human Resources,Research & Development,Laboratory Technician,2,Non-Travel,5,0,0,0,1,5,11017,1,4,1,4,3,3,3,1,4,No,No,2021-07-10
25271,36,Male,Divorced,4,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,15,1,0,0,0,14,18857,0,6,2,3,2,3,3,2,3,No,No,2018-09-20
25272,39,Male,Married,3,Marketing,Finance,Finance Analyst,1,Travel_Rarely,3,4,4,1,1,0,8413,2,5,2,3,2,3,3,1,4,No,No,2019-08-15
25273,50,Female,Single,2,Technical Degree,Finance,Accountant,2,Travel_Rarely,29,3,0,0,0,3,10925,0,4,4,4,3,4,3,4,4,No,Yes,2018-11-04
25274,32,Male,Divorced,3,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,16,0,2,2,0,9,12335,2,5,5,2,3,2,4,2,4,Yes,No,2018-02-05
25275,27,Male,Single,2,Human Resources,Sales,Manager,3,Travel_Rarely,17,0,9,2,2,3,2866,1,3,1,4,3,3,3,2,3,No,No,2020-12-01
25276,30,Female,Single,4,Human Resources,Sales,Manager,2,Travel_Frequently,16,1,2,0,0,0,5005,0,4,3,3,3,3,4,2,4,No,No,2021-05-29
25277,42,Female,Single,3,Other,Finance,Finance Analyst,2,Travel_Rarely,2,2,1,0,1,5,10262,1,4,6,1,3,2,2,1,3,Yes,Yes,2019-12-30
25278,36,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,3,Travel_Rarely,1,2,6,0,5,0,20000,1,5,6,3,1,3,4,4,3,No,Yes,2015-08-07
25279,30,Male,Married,1,Other,Research & Development,Laboratory Technician,2,Travel_Frequently,5,0,1,0,0,4,9597,1,5,4,4,2,3,2,3,4,No,Yes,2021-08-26
25280,43,Male,Single,3,Marketing,Research & Development,Manufacturing Director,3,Travel_Rarely,9,2,8,0,2,1,9606,0,5,4,3,2,2,3,4,4,No,No,2018-03-10
25281,39,Female,Single,4,Other,Research & Development,Manufacturing Director,1,Travel_Frequently,9,0,2,0,5,0,16259,3,6,4,1,2,3,4,3,4,No,No,2015-07-01
25282,34,Female,Married,3,Life Sciences,Finance,Auditor,2,Travel_Rarely,8,2,4,0,0,0,17995,2,3,1,4,4,4,1,3,4,No,No,2015-06-28
25283,41,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,6,2,0,0,0,0,5777,0,6,5,4,3,3,1,1,4,No,No,2020-10-25
25284,55,Male,Single,5,Marketing,Research & Development,Research Scientist,4,Travel_Rarely,2,0,12,2,2,0,7508,2,5,6,1,2,3,3,3,4,No,No,2016-11-18
25285,40,Male,Single,3,Technical Degree,Marketing,Marketing Manager,2,Travel_Rarely,1,2,4,1,0,2,5956,3,4,3,3,3,3,3,3,4,Yes,Yes,2020-08-31
25286,48,Female,Married,2,Technical Degree,Sales,Sales Representative,3,Travel_Frequently,1,3,7,0,0,0,8241,3,2,6,2,4,3,3,3,4,No,No,2015-07-08
25287,39,Female,Married,3,Life Sciences,Operations,Director,2,Non-Travel,3,3,6,2,0,2,9219,0,3,3,4,2,2,4,1,4,No,No,2015-06-19
25288,36,Female,Married,4,Technical Degree,Research & Development,Research Scientist,3,Travel_Rarely,3,1,6,1,2,2,17475,0,7,0,2,2,2,3,1,4,No,Yes,2016-02-05
25289,48,Male,Divorced,1,Marketing,Human Resources,HR,2,Travel_Rarely,4,2,7,4,2,3,6853,0,4,3,4,4,4,3,3,4,No,No,2017-01-16
25290,43,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,9,0,5,2,0,0,4607,1,4,4,3,2,3,2,3,4,Yes,Yes,2016-01-30
25291,46,Female,Single,4,Other,Operations,Manager,1,Travel_Frequently,1,1,0,0,0,0,10474,1,2,3,3,2,4,3,4,4,No,No,2018-02-27
25292,51,Female,Single,3,Technical Degree,Finance,Accountant,2,Travel_Rarely,13,0,7,2,3,2,7301,3,5,3,1,4,1,3,4,4,Yes,Yes,2017-04-18
25293,22,Female,Married,2,Marketing,Research & Development,Manufacturing Director,4,Travel_Rarely,1,2,10,0,5,0,7985,1,7,6,3,4,3,4,2,4,No,No,2018-03-04
25294,43,Female,Single,3,Marketing,Operations,Manager,5,Travel_Frequently,1,9,15,1,0,0,8328,0,5,3,3,2,4,4,1,3,No,No,2016-02-03
25295,36,Female,Married,3,Marketing,Research & Development,Laboratory Technician,2,Travel_Rarely,1,0,1,1,0,5,7940,1,2,5,4,2,2,4,3,4,Yes,No,2018-12-03
25296,34,Male,Married,4,Life Sciences,Sales,Manager,3,Travel_Rarely,18,2,7,1,1,4,14791,1,5,3,2,3,2,4,1,4,No,No,2015-01-09
25297,47,Female,Single,3,Human Resources,Operations,Manager,2,Travel_Rarely,28,0,8,0,0,0,9777,0,4,4,4,3,2,4,3,4,No,Yes,2020-07-19
25298,29,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,6,0,4,2,3,13,8946,1,6,6,1,4,3,3,2,3,Yes,Yes,2017-09-13
25299,31,Female,Single,3,Medical,Marketing,Marketing Manager,2,Travel_Rarely,20,3,4,3,1,2,7083,0,6,2,2,2,2,1,4,4,No,Yes,2016-01-03
25300,44,Female,Married,3,Medical,Marketing,Marketing Manager,1,Travel_Rarely,12,2,2,1,2,1,3955,0,6,4,3,1,3,3,3,4,No,Yes,2020-09-03
25301,55,Female,Single,1,Life Sciences,Operations,Director,3,Travel_Rarely,1,6,8,4,1,1,20000,0,5,2,3,3,1,3,1,4,No,Yes,2019-07-31
25302,23,Male,Single,3,Medical,Research & Development,Research Scientist,3,Travel_Rarely,20,2,8,1,2,0,11500,0,5,2,3,3,3,3,4,3,No,No,2018-04-10
25303,44,Female,Single,5,Marketing,Marketing,Marketing Representative,3,Travel_Rarely,14,5,6,2,0,2,15851,3,4,2,3,2,3,4,3,4,No,No,2018-02-02
25304,22,Male,Divorced,5,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,1,1,4,0,2,4,17801,1,3,2,4,2,3,2,2,4,Yes,No,2018-04-29
25305,42,Female,Married,3,Life Sciences,Sales,Sales Representative,3,Non-Travel,1,3,11,1,1,1,8539,0,4,1,4,2,2,3,2,4,No,No,2016-12-29
25306,21,Male,Married,3,Human Resources,Sales,Manager,1,Travel_Rarely,17,2,4,1,1,0,8505,0,5,1,1,2,2,3,3,4,No,No,2020-09-03
25307,41,Male,Married,4,Human Resources,Sales,Sales Executive,1,Travel_Rarely,4,4,3,0,1,0,12532,1,6,2,2,2,3,3,3,3,No,No,2020-08-07
25308,18,Male,Married,4,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,21,9,2,1,4,5,20000,1,3,2,2,4,3,4,2,4,No,No,2018-03-24
25309,29,Male,Married,4,Marketing,Research & Development,Laboratory Technician,2,Travel_Rarely,13,5,5,2,0,0,9128,3,5,1,3,2,3,3,2,4,No,No,2015-08-09
25310,39,Male,Single,3,Marketing,Research & Development,Manufacturing Director,5,Travel_Rarely,11,4,17,0,2,0,9300,1,6,1,4,2,4,1,4,4,No,No,2020-02-12
25311,41,Male,Married,4,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,7,1,3,0,0,4,2369,2,5,3,4,4,1,3,4,3,No,No,2020-11-26
25312,31,Female,Single,2,Technical Degree,Finance,Accountant,2,Travel_Frequently,5,2,5,0,2,4,20000,2,4,3,2,1,3,2,3,4,No,No,2020-09-30
25313,45,Female,Married,3,Marketing,Sales,Manager,2,Travel_Rarely,1,0,0,0,0,1,5834,1,5,5,1,4,2,4,3,4,No,No,2015-11-12
25314,33,Male,Divorced,2,Life Sciences,Sales,Manager,2,Travel_Frequently,4,0,3,1,0,2,4562,0,4,3,2,4,2,2,3,3,Yes,Yes,2015-08-23
25315,45,Male,Married,3,Medical,Operations,Manager,3,Travel_Rarely,28,4,5,5,2,0,20000,2,4,6,2,1,2,1,4,3,No,Yes,2017-12-22
25316,31,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,15,0,0,0,8,5,18236,2,5,3,3,3,4,2,3,4,No,Yes,2019-09-07
25317,44,Male,Married,4,Marketing,Marketing,Marketing Manager,4,Travel_Rarely,1,5,12,5,0,1,11892,2,6,6,2,4,4,2,2,4,No,No,2018-05-31
25318,48,Female,Married,3,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,25,2,1,0,1,1,13310,1,5,4,4,2,2,2,4,4,Yes,No,2016-07-31
25319,35,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,4,4,1,0,2,3,8698,3,6,4,2,3,4,2,2,4,Yes,Yes,2020-04-04
25320,27,Male,Married,4,Marketing,Operations,Specialist,2,Travel_Frequently,1,1,1,1,0,0,9965,1,5,6,3,3,4,3,2,4,Yes,No,2021-02-08
25321,34,Female,Divorced,3,Marketing,Sales,Sales Representative,1,Travel_Rarely,1,6,1,0,1,1,14287,1,6,2,2,4,2,1,2,4,No,No,2015-11-28
25322,34,Female,Married,3,Life Sciences,Operations,Manager,1,Travel_Rarely,1,0,3,0,1,0,20000,1,4,2,4,2,4,4,3,4,No,No,2019-06-10
25323,31,Male,Single,3,Medical,Sales,Sales Representative,2,Travel_Frequently,3,1,1,1,2,0,14878,1,3,0,3,3,2,2,3,4,Yes,Yes,2021-08-09
25324,36,Female,Single,4,Human Resources,Research & Development,Laboratory Technician,1,Travel_Rarely,9,0,4,3,1,11,10554,0,4,1,4,4,3,4,2,4,No,Yes,2016-12-28
25325,38,Female,Divorced,3,Marketing,Human Resources,HR,1,Travel_Rarely,14,1,2,2,0,0,16395,1,5,4,3,4,3,3,3,4,Yes,No,2020-02-14
25326,46,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,17,2,0,0,1,0,13356,1,5,1,2,3,3,4,4,4,No,No,2015-10-03
25327,29,Female,Married,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,6,5,2,0,1,3,14843,1,5,2,2,3,3,3,1,4,No,No,2017-08-10
25328,52,Female,Married,3,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,18,4,2,1,6,1,13544,0,5,3,3,3,3,3,4,3,No,No,2018-12-20
25329,36,Male,Married,5,Marketing,Marketing,Marketing Manager,2,Travel_Rarely,4,3,0,0,9,2,13042,1,6,2,2,3,2,3,4,4,No,No,2018-03-03
25330,32,Female,Divorced,3,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,23,1,3,3,1,0,5454,0,4,0,3,3,3,3,1,4,No,Yes,2020-06-11
25331,32,Male,Divorced,3,Human Resources,Sales,Manager,3,Travel_Frequently,4,0,13,0,0,3,20000,1,5,3,2,2,3,3,4,4,No,No,2020-10-22
25332,33,Female,Married,3,Marketing,Sales,Sales Executive,4,Travel_Rarely,2,0,15,1,0,13,6314,3,4,2,3,1,2,3,3,4,No,Yes,2021-02-22
25333,30,Male,Married,3,Life Sciences,Human Resources,HR,1,Travel_Rarely,12,4,4,0,5,12,9934,1,4,3,2,4,1,4,4,4,Yes,Yes,2021-10-27
25334,59,Male,Divorced,3,Marketing,Operations,Director,1,Travel_Rarely,5,4,1,1,0,0,8490,0,5,2,4,2,2,3,3,4,No,No,2017-12-27
25335,32,Female,Single,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,17,0,7,6,3,0,8536,2,4,5,3,3,3,1,1,4,No,No,2017-03-27
25336,40,Male,Married,4,Medical,Sales,Manager,1,Travel_Frequently,8,1,2,0,0,1,11078,1,6,0,4,3,1,3,4,4,Yes,Yes,2015-11-27
25337,60,Female,Married,5,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,9,3,7,4,6,0,16856,1,4,0,2,1,4,3,3,4,Yes,No,2021-10-26
25338,35,Female,Single,4,Human Resources,Operations,Specialist,2,Travel_Frequently,5,3,0,0,0,10,13702,1,5,3,3,2,2,1,1,4,No,Yes,2015-12-14
25339,22,Male,Single,5,Human Resources,Operations,Director,1,Travel_Rarely,11,2,1,0,0,4,13826,2,4,2,2,3,2,2,1,4,No,No,2020-05-05
25340,27,Female,Single,2,Other,Research & Development,Manufacturing Director,2,Non-Travel,15,0,0,0,0,3,11562,2,4,2,1,4,3,3,4,4,No,Yes,2018-06-27
25341,44,Male,Married,3,Life Sciences,Marketing,Marketing Representative,4,Travel_Rarely,4,1,13,0,4,0,13397,1,6,4,3,3,4,2,3,4,No,No,2020-06-21
25342,32,Female,Single,4,Medical,Research & Development,Research Scientist,1,Travel_Rarely,5,0,0,0,10,0,9206,1,3,2,4,4,4,1,3,4,Yes,No,2016-08-14
25343,19,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Frequently,10,0,2,1,0,0,8397,1,5,1,3,1,2,3,3,4,Yes,No,2018-04-30
25344,34,Female,Single,4,Medical,Operations,Manager,2,Non-Travel,1,0,0,0,3,1,3441,1,5,2,4,4,2,3,3,4,No,Yes,2016-03-20
25345,45,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,16,3,5,1,4,7,15213,0,2,3,3,2,1,1,4,4,No,No,2016-03-27
25346,33,Male,Married,3,Life Sciences,Marketing,Marketing Manager,2,Travel_Rarely,4,6,4,0,1,3,18086,0,4,4,3,1,1,2,1,3,No,No,2020-07-15
25347,33,Female,Single,3,Medical,Finance,Accountant,3,Travel_Rarely,6,0,8,1,4,3,20000,2,6,4,4,4,3,3,1,4,Yes,No,2015-10-03
25348,28,Female,Single,3,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,7,0,0,0,3,4,12431,1,4,3,3,3,3,1,2,4,Yes,Yes,2015-02-05
25349,30,Female,Married,3,Medical,Human Resources,Human Resources,1,Travel_Rarely,1,0,4,1,1,0,11556,0,6,5,3,4,3,3,3,4,Yes,Yes,2021-09-27
25350,33,Female,Divorced,4,Marketing,Research & Development,Healthcare Representative,1,Travel_Rarely,6,7,4,0,0,1,20000,0,4,3,4,1,2,4,2,4,No,No,2015-10-16
25351,42,Female,Single,5,Marketing,Sales,Sales Representative,2,Travel_Rarely,5,0,0,0,1,2,20000,1,6,5,1,3,1,3,4,3,No,Yes,2018-10-29
25352,30,Female,Single,4,Human Resources,Operations,Specialist,2,Travel_Rarely,1,2,5,5,2,3,9820,0,7,3,3,3,4,3,2,4,No,No,2019-07-17
25353,36,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,1,3,2,2,1,2,4022,3,5,2,1,4,2,3,2,4,Yes,No,2018-07-21
25354,18,Male,Married,5,Life Sciences,Finance,Auditor,1,Travel_Rarely,7,1,3,0,4,0,6095,1,3,1,4,1,3,2,1,4,No,Yes,2015-07-14
25355,52,Female,Divorced,4,Medical,Sales,Sales Executive,2,Travel_Rarely,13,1,1,0,1,1,8762,2,5,3,3,3,3,1,3,4,No,No,2016-06-28
25356,30,Male,Married,4,Marketing,Sales,Sales Executive,1,Travel_Rarely,1,2,2,2,0,0,10673,1,6,5,2,4,3,3,1,4,No,No,2019-04-19
25357,27,Male,Married,5,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,7,2,3,2,4,1,6903,1,3,3,1,3,2,2,2,3,No,No,2015-01-03
25358,42,Female,Divorced,3,Other,Research & Development,Manufacturing Director,3,Travel_Rarely,9,0,5,2,1,0,14186,1,5,5,4,3,4,2,1,4,No,Yes,2015-01-13
25359,29,Female,Married,4,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,6,1,3,1,1,2,9630,2,4,2,2,3,4,2,3,4,No,No,2018-03-25
25360,49,Male,Single,3,Technical Degree,Marketing,Marketing Manager,2,Travel_Rarely,12,9,3,0,0,0,11585,0,5,4,3,1,1,1,4,4,Yes,Yes,2019-05-15
25361,32,Male,Single,3,Technical Degree,Finance,Accountant,2,Travel_Frequently,2,3,1,1,2,3,20000,1,6,3,4,2,3,4,4,4,Yes,No,2015-10-02
25362,22,Male,Divorced,4,Life Sciences,Sales,Manager,2,Travel_Rarely,2,0,1,0,0,1,4836,1,3,5,4,2,2,2,3,3,No,No,2017-03-28
25363,46,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,3,0,9,1,1,2,18079,0,5,3,4,2,4,3,1,4,No,Yes,2016-08-17
25364,37,Male,Single,3,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,1,3,1,1,0,2,11064,0,4,2,4,4,1,3,3,4,No,No,2020-04-27
25365,48,Male,Divorced,4,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,1,0,2,0,3,5,6423,1,6,3,2,4,4,2,4,4,No,No,2021-01-27
25366,36,Female,Married,3,Human Resources,Sales,Manager,2,Travel_Rarely,7,1,4,0,11,0,9931,1,5,2,4,3,3,3,3,4,No,No,2018-03-02
25367,32,Male,Married,3,Human Resources,Operations,Director,3,Travel_Rarely,3,2,5,1,5,0,20000,0,6,2,4,4,3,3,1,4,Yes,No,2021-06-05
25368,48,Male,Divorced,3,Other,Sales,Manager,2,Travel_Rarely,1,4,0,0,0,0,4493,1,4,6,1,4,3,3,2,4,No,No,2019-10-18
25369,37,Male,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,18,9,2,1,4,4,10494,0,4,4,1,2,1,3,2,4,No,No,2016-09-10
25370,27,Male,Married,3,Other,Research & Development,Manufacturing Director,1,Non-Travel,1,6,2,1,1,0,20000,0,5,1,2,3,4,3,1,4,Yes,Yes,2016-05-13
25371,47,Female,Single,5,Marketing,Research & Development,Research Scientist,1,Travel_Rarely,12,0,1,1,2,4,11427,0,3,4,2,2,2,2,2,4,No,Yes,2020-02-03
